Sub_W,Sub_L,Sub_H,Patch_W,Patch_L,Feed_W,Slot1_W,Slot1_L,Slot2_W,Slot2_L,Freq_GHz,Gain,Directivity,S11(dB),Rad_eff,Total_eff,VSWR
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-3.5354297,-3.1275259,-9.2385672,0.91035256,0.80023577,2.0543709
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-47.33858,126.29359,-2.846554,0.000139839,6.45E-05,6.1572625
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-33.62565,-6.230579,-0.7568191,0.001821767,0.000332005,22.968186
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-24.661239,139.15545,-0.169497,4.15E-17,2.00E-18,102.49329
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-20.341361,9.488814,-0.14164915,0.001039878,3.97E-05,122.64232
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-16.890312,-0.084030275,-0.1885298,0.020862762,0.00090934587,92.147085
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-15.108725,0.13831934,-0.21169194,0.029874153,0.0013555639,82.065664
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,5.1378085,7.4456317,-0.74922957,0.58778389,0.1009,23.20056
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7959545,7.8728916,-9.1917823,0.7803803,0.70664,2.0630923
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.1275287,7.835534,-1.0943127,0.84957059,0.208667,15.895597
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6383913,6.3030988,-2.2438101,0.85808291,0.33581675,7.785097
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,5.9691966,6.7700867,-6.9205365,0.8315933,0.60575157,2.6415867
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.3401461,7.021342,-5.786086,0.8548313,0.6526,3.1125489
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.2374767,7.0346277,-1.6769161,0.83230959,0.30552499,10.391518
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,5.163925,6.1063122,-1.0159372,0.80493587,0.17848528,17.118759
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.18844125,0.7337738,-1.5425684,0.80868334,0.20758875,11.291179
6.5,6,0.18,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-0.86654708,-0.21014046,-4.9137036,0.85972457,0.62772443,3.62916
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.419224,-18.877346,-2.5987273,0.000158888,6.85E-05,6.7345167
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-33.717504,-9.862927,-0.60905225,0.004116634,0.00059053557,28.53433
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,43.297455,-6.3251692,0.081559921,91677.422,0.000916,1
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,46.547623,-3.0439087,0.047278215,91023.432,0.00091023,1
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-13.164772,-1.0290083,-0.080533773,0.061153825,0.00118674,215.70968
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-13.552309,-0.70582676,-0.12017023,0.051922044,0.0014117285,144.56193
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,5.3973308,7.4639162,-0.78185003,0.62135739,0.10932003,22.233818
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7722173,7.871618,-11.254384,0.77635426,0.72893545,1.7358521
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.025657,7.8041707,-1.1572115,0.83588904,0.21072329,15.033954
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6672798,6.3160501,-2.5631859,0.86123758,0.37181463,6.8265279
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.0257141,6.7660882,-7.2591069,0.84326212,0.63880242,2.5307958
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.3828093,7.0165944,-5.6727713,0.86421438,0.65496434,3.1703935
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.3784462,7.0135174,-1.6503686,0.8639585,0.30446588,10.55765
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,5.389193,6.0504175,-0.96992398,0.85877135,0.18071018,17.929066
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.71846571,0.099131283,-1.52986,0.8284004,0.2193815,11.384484
6.5,6,0.19,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.234644,-0.44016793,-5.9367002,0.83282238,0.65662399,3.0392051
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-47.316483,126.29616,-2.7759705,0.000148947,6.84E-05,6.3110876
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.366862,134.90507,-0.94592105,9.39E-18,2.00E-18,18.383079
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-24.177209,140.07559,-0.21683946,3.76E-17,2.00E-18,84.199238
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-17.550908,143.28799,-0.11250753,8.24E-17,2.00E-18,154.4076
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-13.515124,1.2820408,-0.087352451,0.033134737,0.00063928096,198.87166
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-13.243818,-0.034681405,-0.097120395,0.047762417,0.00098075939,178.87053
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,5.7512425,7.4854712,-0.79823406,0.67077541,0.11848913,21.778083
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7553167,7.8730139,-13.662793,0.77309039,0.74405677,1.5234194
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.9627748,7.7791798,-1.2047304,0.82862781,0.21220718,14.442753
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6446551,6.33418,-2.9314363,0.85319343,0.40536194,5.9821719
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.0540742,6.7557296,-7.5558193,0.85081367,0.66676081,2.4423123
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.4569738,7.012042,-5.4737568,0.88002129,0.65477422,3.2779913
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.417024,6.9606503,-1.6721581,0.88234285,0.30621849,10.420902
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,5.1605302,5.900543,-1.041778,0.84333228,0.187244,16.695106
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.32002316,1.4465064,-1.7935785,0.77152797,0.23948399,9.7199337
6.5,6,0.2,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-0.92686156,-0.32019561,-6.0510646,0.86962778,0.68407415,2.986044
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-43.764756,129.72147,-2.6565528,0.000170852,7.63E-05,6.5901141
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-32.745891,-14.256696,-0.59220001,0.014160561,0.0019303316,29.345681
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.230494,-4.9069991,0.048407675,103216.54,0.0010321654,1
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.108884,-0.96611201,-0.068817494,0.03852324,0.00079201111,252.43421
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-16.175302,0.73651845,-0.21774578,0.020361883,0.0010021742,79.784182
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.921641,0.85415219,-0.2239368,0.026449698,0.0012794155,77.578713
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.1882862,7.503237,-0.81306795,0.73876263,0.13038779,21.381316
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7562606,7.8759608,-16.878347,0.77273394,0.75718429,1.3343925
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.9412349,7.7613676,-1.2511144,0.82791687,0.21528455,13.909041
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6266784,6.3546033,-3.3537198,0.84568282,0.44090444,5.2440465
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.0519514,6.7471742,-7.954159,0.85207479,0.69209077,2.3345215
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5128655,6.9887778,-5.2784012,0.89620789,0.65268323,3.3917713
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.2702405,6.8762502,-1.7653085,0.8697592,0.30771132,9.8744969
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.6696632,5.7250388,-1.1843678,0.78426429,0.19245379,14.690272
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.028494747,1.1085955,-1.8686526,0.77981202,0.254212,9.332249
6.5,6,0.21,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-0.94896272,-0.33321098,-6.7676241,0.86781035,0.70569626,2.6954582
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.216216,-22.825912,-2.6157433,0.000164832,7.34E-05,6.6913551
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-32.72511,-13.155204,-0.60710077,0.011041026,0.0015153704,28.62597
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,44.143269,-7.677219,0.070071995,152071.84,0.0015207184,1
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.405738,-3.2763851,-0.062761424,0.061244168,0.0011736664,276.7928
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-16.33509,-0.15643623,-0.23146909,0.024106527,0.0012567216,75.054627
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.956363,0.26352391,-0.23907795,0.030061543,0.0015677655,72.666088
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.4264208,7.520077,-0.88445109,0.77738182,0.14520522,19.658281
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.785005,7.8737297,-20.857982,0.77826506,0.77027409,1.1992385
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.7459663,7.7364928,-1.3433574,0.79606283,0.21660532,12.957382
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6615364,6.3585017,-3.6749971,0.851733,0.47292691,4.7973255
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.0626626,6.7378502,-8.2309145,0.85601472,0.71375024,2.2661749
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5130676,6.9704432,-5.2585825,0.90004129,0.64998638,3.4038017
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.2658819,6.82408,-1.8084637,0.87938731,0.30991402,9.640496
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.6766957,5.621988,-1.2040576,0.8043976,0.19816545,14.450797
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.27663656,1.2740278,-1.9235239,0.79480552,0.27182239,9.0681064
6.5,6,0.22,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.0115946,-0.36407812,-7.5115207,0.86148626,0.72064653,2.4550522
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.482248,-18.863021,-2.817139,0.000148015,7.09E-05,6.2204223
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.249712,135.93663,-1.2802039,7.61E-18,2.00E-18,13.594095
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-20.944677,141.58021,-0.17685876,5.59E-17,2.00E-18,98.227454
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.739222,-0.010596309,0.044818083,59563.728,0.00059563728,1
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-10.735192,-0.84898768,-0.072809363,0.10265487,0.0017758874,238.59388
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-12.321928,0.19315071,-0.17147554,0.056039227,0.0022506932,101.31096
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.9919968,7.5468081,-1.021272,0.88007336,0.17975222,17.029533
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8121723,7.8774393,-25.972948,0.78248009,0.78125201,1.1058729
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.624619,7.6914326,-1.4562429,0.78220149,0.22231502,11.957106
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6581706,6.3691637,-4.5197793,0.84898632,0.54021657,3.9298392
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.054358,6.7146907,-8.7520843,0.85894771,0.74721246,2.1500354
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5109123,6.9077124,-5.0627589,0.91268305,0.63650487,3.5278867
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.0557019,6.6810462,-1.9508116,0.86589567,0.31087255,8.9423005
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.3159403,5.3634346,-1.3302866,0.78568882,0.20678801,13.08419
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.26960764,0.41343252,-1.9214763,0.85446836,0.30417177,13.08419
6.5,6,0.24,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.2469919,-0.49964019,-9.6298983,0.84190838,0.74697249,1.9850447
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.225246,-22.564017,-2.1283804,0.000191948,7.55E-05,8.2027704
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-31.236549,-16.393862,-0.47343724,0.032789229,0.0034918744,36.701958
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-18.272404,-8.1736839,-0.08031172,0.097752527,0.0022502705,216.30571
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-18.988096,1.7525089,-0.20264359,0.008432173,0.00038135142,85.729756
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-8.9215547,2.8352845,-0.042905989,0.066729226,0.00058938118,404.88275
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,2.6167752,0.24045304,-0.005006722,1.7283521,0.001400701,3469.5799
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,7.3811595,7.549421,-1.0468074,0.9619973,0.19616403,16.615089
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7396404,7.8762946,-21.035208,0.7697232,0.76770464,1.1948224
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.6693483,7.671166,-1.4163812,0.79399585,0.21821984,12.292068
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.7609752,6.4437356,-5.0208105,0.85452341,0.58053478,3.5557634
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.1113925,6.7401429,-9.0146066,0.86521682,0.76532992,2.0970166
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5123514,6.8757242,-5.0025016,0.91973501,0.63181012,3.5680809
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.7963023,6.5341283,-2.0622171,0.84375701,0.31050864,8.4633686
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.0948426,5.0270059,-1.321244,0.80683302,0.209148,13.173389
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.74531644,-0.28528033,-1.9102378,0.8994901,0.32686574,9.1306652
6.5,6,0.25,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.2330647,-0.60087425,-9.5177896,0.86453176,0.75786885,2.0042665
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.287883,-21.852129,-2.0681285,0.000191653,7.46E-05,8.4394043
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-31.240864,-15.891427,-0.50329133,0.029178052,0.0032566698,34.525998
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-17.949764,-7.6191876,-0.077775987,0.092670693,0.0020211358,223.35798
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-18.482302,2.0484354,-0.19340888,0.008849653,0.00037591819,89.822552
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-9.0926253,2.4064435,-0.046371271,0.07080976,0.0006830039,374.6254
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,1.4004647,0.36226819,-0.006798078,1.2700466,0.001497294,2555.4519
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,7.3856354,7.5578417,-1.1872253,0.96112389,0.21540436,14.655028
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7595276,7.8775418,-17.656081,0.77303397,0.76826544,1.3014358
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.5216184,7.64836,-1.4925707,0.77148207,0.21960782,11.667457
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.7806114,6.453304,-5.4441803,0.85650664,0.61206404,11.667457
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.1369076,6.7333582,-8.9978894,0.8716757,0.77521465,2.1002927
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5006918,6.8518648,-4.9238239,0.92232228,0.62144638,3.6220846
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.7771525,6.4648293,-2.074298,0.85355659,0.30995751,8.4145397
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,3.9316566,4.8675701,-1.3668279,0.80613661,0.21380789,12.735775
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.83207629,-0.38842893,-2.0162165,0.90289088,0.34836981,8.6546819
6.5,6,0.26,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.3004754,-0.65146254,-10.14671,0.86118948,0.76277991,1.9024684
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-45.68878,127.04546,-1.961573,0.000184206,6.91E-05,8.8936536
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-34.47047,136.08868,-1.1225109,8.79E-18,2.00E-18,15.497357
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,4.0507144,142.47894,-0.013752472,1.44E-14,2.00E-18,1263.1634
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,48.600143,-3.881288,0.10545344,177069.24,0.0017706924,1
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-12.607187,0.13615107,-0.15481166,0.053169945,0.0018599336,112.21545
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.765521,1.3436962,-0.12301507,0.061528782,0.0017191085,141.21909
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,7.4897706,7.5689772,-1.3356916,0.98192731,0.23911376,13.031453
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7286426,7.8778601,-15.48248,0.76749976,0.75871901,1.4044801
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.5027608,7.6114007,-1.5050954,0.7747044,0.22032704,11.570847
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.7874577,6.4640249,-5.8593551,0.85574285,0.63948994,3.0763806
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.1386717,6.7312427,-9.0860872,0.87245474,0.78072092,2.0831565
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.4470568,6.8137581,-4.9577632,0.91903037,0.61501473,3.5985732
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.7157783,6.404342,-2.1203786,0.85338229,0.31006952,8.2334188
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.0459471,4.7533509,-1.2977116,0.84968827,0.21424055,13.411365
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.35028501,0.2978591,-2.2647903,0.86136176,0.37041598,7.713777
6.5,6,0.27,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.2047365,-0.61787359,-10.333934,0.87360218,0.77228566,1.8748063
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-43.402322,-17.597065,-2.0737509,0.00019206,7.42E-05,8.416739
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-31.930354,-14.887174,-0.72052666,0.019755226,0.0027252015,24.123659
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-21.793074,0.48491355,-0.29788726,0.005918358,0.00026426285,58.322304
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-13.7471,145.31114,-0.17577777,1.24E-16,2.00E-18,98.831433
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-5.4319623,-0.64552808,-0.10944461,0.33216707,0.0023859128,158.72846
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-8.6795303,0.96425261,-0.19104926,0.10854797,0.0030018023,90.93202
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,7.5055216,7.5736318,-1.5924182,0.98443937,0.2617348,10.939596
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.6875982,7.8783134,-14.102461,0.76020107,0.74749589,1.4912383
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.4849486,7.5834302,-1.6145688,0.77651856,0.22260004,10.790354
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.8080178,6.4658305,-6.2373961,0.85944627,0.66344945,2.9037694
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.1615907,6.7304591,-9.0672372,0.87722937,0.78432014,2.0867884
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.3962321,6.7890341,-5.1144833,0.91352366,0.60872069,3.4941606
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.8098666,6.3691473,-2.1677463,0.87916813,0.30962848,8.0553038
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,3.9799241,4.5737268,-1.3735015,0.87220733,0.2180157,12.674151
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.49443119,0.19517354,-2.502043,0.85317776,0.3916068,6.9909821
6.5,6,0.28,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.3099991,-0.68765897,-11.493034,0.86649485,0.78266529,1.7258577
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.771735,-16.406739,-2.4033891,0.00017581433,7.42E-05,7.2740924
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-32.497951,-13.414956,-0.60956524,0.012350953,0.0017004547,28.510328
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-24.619427,140.90923,-0.30559188,2.7998465E-17,2.00E-18,56.852244
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-11.568915,144.18895,-0.050681067,2.6559087E-16,2.00E-18,342.7687
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-11.447982,-0.86754595,-0.092571476,0.087489596,0.0019277437,187.66023
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-12.798468,0.83608632,-0.19109758,0.043305647,0.0018486456,90.909008
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,26,5.9277566,7.3371737,-0.8623031,0.72286682,0.13067005,20.162334
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.717851,7.6845959,-6.2276794,0.80043395,0.59674864,2.9079332
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.4504126,7.9353441,-2.9817627,0.89434864,0.44501032,5.8831123
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,36,4.7781191,5.5603279,-0.43664937,0.83517815,0.080514327,39.792654
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,37,3.5107368,5.4220365,-0.68056348,0.64397652,0.094000241,25.538644
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,38,4.5421911,5.6959982,-0.72463471,0.7666891,0.11930486,23.987054
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.5326867,6.5726449,-1.5044325,0.78705337,0.23061114,11.575917
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,42,6.6869006,7.1448192,-3.6544384,0.89992877,0.50654582,4.8235269
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,46,7.0099609,7.259175,-6.2771502,0.94423173,0.72947364,2.8868744
6.5,6,0.23,4.4,3.5,0.7,0.35,0.85,0.3,0.55,50,0.27455415,0.93704634,-4.2781275,0.85852072,0.53330738,4.1423634
6.5,6,0.23,4.6,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.700626,-17.340941,-2.4033891,0.00019776395,8.37E-05,7.2573084
6.5,6,0.23,4.6,3.5,0.7,0.35,0.85,0.3,0.55,2,-32.203222,-13.991064,-0.60956524,0.0150933,0.0018987098,34.836702
6.5,6,0.23,4.6,3.5,0.7,0.35,0.85,0.3,0.55,4,-24.935603,10.198245,-0.30559188,0.00030663036,2.26E-05,55.144041
6.5,6,0.23,4.6,3.5,0.7,0.35,0.85,0.3,0.55,6,-12.829794,144.18758,-0.050681067,1.9872968E-16,2.00E-18,274.17118
