Sub_W,Sub_L,Sub_H,Patch_W,Patch_L,Feed_W,Slot1_W,Slot1_L,Slot2_W,Slot2_L,Freq_GHz,Gain,Directivity,S11(dB),Rad_eff,Total_eff,VSWR
7.5,6,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.075165605,0.86200733,-2.082316,0.80590288,0.30077941,8.3824453
7.5,6,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.1699185,-0.61833842,-8.1451194,0.88072838,0.74982905,2.2868304
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.535481,126.6297,-2.3391391,0.00019015673,7.88E-05,7.4714003
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.774861,135.07754,-1.1654968,8.2178746E-18,2.00E-18,14.927398
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-21.636333,141.11875,-0.17975315,5.3026361E-17,2.00E-18,96.645916
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.30143,3.2137317,0.064611392,25631.253,0.00025631253,1
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,0.018863116,-1.3357706,-0.0019047028,1.3660399,0.0016595356,9121.5506
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.109682,-0.36215759,-0.084414412,0.10598576,0.0021744969,205.79372
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.8141706,7.4304232,-0.93372554,0.86771028,0.1647551,18.622718
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.6061269,7.7788142,-23.426358,0.76336329,0.7583895,1.1445501
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.4757786,7.6269706,-1.4135529,0.7671509,0.21298563,12.316557
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.5342451,6.3493255,-3.9395582,0.82888058,0.48722218,4.4849107
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,5.9317982,6.6560521,-8.1813853,0.84639796,0.71391456,2.2780426
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.3943753,6.8233724,-5.1373081,0.90594178,0.63668027,3.4795004
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.8244735,6.6180861,-1.9736431,0.832988,0.30721261,8.8397245
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.2014644,5.465249,-1.3260138,0.74751779,0.19924998,13.126184
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.24216237,0.38805057,-1.7261187,0.86492551,0.28001046,10.097169
6.5,5.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-0.54638375,0.19745452,-9.5011309,0.84258975,0.74754195,2.0071653
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.348047,-22.136457,-2.2752817,0.000187171,7.60E-05,7.6786102
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.425057,135.11495,-1.0719485,8.83E-18,2.00E-18,16.226359
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-20.925087,141.20117,-0.15483691,6.13E-17,2.00E-18,112.19694
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.460096,-1.4441235,0.051315943,77700.17,0.0007770017,1
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-5.7369101,-1.4044669,-0.018147875,0.36877008,0.00179486,957.22898
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.127346,-0.10034015,-0.093280447,0.099380098,0.0022186624,186.23344
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.8561041,7.4795074,-0.91395768,0.86628275,0.16202521,19.024734
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.6616537,7.8222931,-24.728742,0.76548389,0.76164732,1.1231829
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.5949416,7.66125,-1.3821781,0.78229248,0.21394014,12.594917
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.5984944,6.3671461,-4.0216337,0.83778933,0.49714104,4.3964761
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,5.9942771,6.6856303,-8.3220579,0.85283433,0.72260514,2.2447325
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.4516699,6.8603299,-5.1062279,0.91019406,0.63987989,3.4994965
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.8938099,6.6459008,-1.9501713,0.84099017,0.30810096,8.9452098
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.1778925,5.4182403,-1.323937,0.7515627,0.19985403,13.146698
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.50278778,0.042593513,-1.7415355,0.88198636,0.2853663,10.008372
6.5,5.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-0.81962573,-0.057547213,-9.368907,0.83905832,0.74360911,2.0305753
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.256193,-21.801279,-2.2483344,0.000180521,7.26E-05,7.7696031
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.407827,135.16612,-1.0798421,8.76E-18,2.00E-18,16.108045
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-20.867628,141.27847,-0.15884413,6.10E-17,2.00E-18,109.36667
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.523535,-1.3633658,0.061233262,77390.935,0.00077390935,1
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-5.6745607,-1.2650149,-0.018656845,0.36228088,0.001838109,931.13138
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.378792,0.062789617,-0.10368454,0.090332052,0.0022400369,167.54669
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.9263868,7.5172289,-0.88742706,0.87280211,0.15975913,19.592474
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7265142,7.8617996,-25.745317,0.76996584,0.76668269,1.1088372
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.7568409,7.7037306,-1.3493904,0.8041018,0.21636179,12.899677
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.6842837,6.3960757,-4.1133532,0.84883016,0.50866492,4.3018988
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.0652628,6.7260695,-8.5298661,0.85885398,0.73350274,2.197684
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5216162,6.9085967,-5.1088676,0.91474901,0.64565608,3.4977886
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,5.9590879,6.6746636,-1.94256,0.84809095,0.30131528,8.9799677
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.2035167,5.3474829,-1.3080217,0.76842835,0.20140249,13.306044
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.35085476,0.12619645,-1.759895,0.89597291,0.29124095,9.9046628
6.5,5.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.1058794,-0.3465315,-9.1668181,0.83958605,0.74108122,2.0677857
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.01438,-23.658016,-1.9692667,0.000189675,6.89E-05,8.8592007
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.672259,134.69005,-1.0229889,9.20E-18,2.00E-18,17.00102
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-20.469148,12.114953,-0.14846424,0.000551556,1.66E-05,117.01277
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.600387,-2.0582065,0.06435011,92439.877,0.00092439877,1
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-7.473231,-0.93225597,-0.034179097,0.22176985,0.001921013,508.26146
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.837381,0.30547703,-0.12544644,0.07686244,0.0022809383,138.48215
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.8891962,7.5195509,-0.86577531,0.86489728,0.15554255,20.081612
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7249162,7.8874623,-27.531747,0.76514789,0.76252956,1.0877171
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.8515567,7.7459958,-1.3092083,0.81387198,0.21417795,13.294031
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.7830597,6.4636123,-4.2146914,0.85495793,0.51808374,4.2022775
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.1502106,6.7873453,-8.7010169,0.86354809,0.7428389,2.1607526
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.5996677,6.9672064,-5.1044771,0.9188532,0.65027088,3.5006303
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.0181915,6.7065781,-1.9373581,0.85341709,0.31051858,9.0038802
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.1815995,5.2989704,-1.3083393,0.77314849,0.20155819,13.30283
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.2269987,0.26929547,-1.7876692,0.89201177,0.29311588,9.7518348
6.5,6.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.4909674,-0.73190312,-9.0809778,0.83964086,0.73952053,2.0841393
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-45.919558,-23.908675,-2.172479,0.00016339,6.40E-05,8.0379351
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-35.201985,135.2527,-1.0440664,9.01E-18,2.00E-18,16.658605
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,-20.51152,2.681045,-0.15452386,0.004794502,0.00014932799,112.42412
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,47.674963,-2.4333021,0.061336115,102524.24,0.0010252424,1
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-7.1822804,-0.86119116,-0.032832576,0.23328729,0.0019528725,529.10467
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-10.809447,0.32822258,-0.12542961,0.076954326,0.0022856669,138.50051
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.9711919,7.539434,-0.849165,0.87735588,0.1554478,20.473781
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.7879223,7.9206482,-28.604653,0.77041976,0.76835306,1.0771314
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.0009724,7.7906962,-1.2767146,0.83373419,0.21530226,13.631116
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.8466794,6.5052039,-4.3333723,0.85930542,0.52802084,4.0916427
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.2146628,6.8360701,-8.8212475,0.86668099,0.75004588,2.1357348
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.6605788,7.0180537,-5.1019709,0.9209849,0.65277703,3.5022546
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.051418,6.7209807,-1.9470483,0.85712414,0.31186106,8.9594385
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.1212761,5.2256725,-1.3288346,0.77546171,0.20365424,13.098429
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.064610577,0.4789418,-1.8428169,0.88235787,0.29772294,9.4620861
6.5,6.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.8643737,-1.1074066,-9.0382893,0.84004642,0.73795339,2.0923981
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.229859,128.47028,-2.0367105,0.0001585,5.90E-05,8.5683762
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-31.040783,-14.783809,-0.41662851,0.023675687,0.0022551494,41.704085
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.465335,-5.5918998,0.099321356,127562.63,0.0012756263,1
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-13.93128,-1.4366493,-0.059772426,0.056303696,0.0010314389,290.63344
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-14.860735,1.2882478,-0.21886921,0.024271785,0.0011923262,79.374737
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-13.700707,1.2626929,-0.21472702,0.031890402,0.0015067499,80.905824
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.63511,7.5235446,-0.89886361,0.814998,0.15268452,18.985691
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8549818,7.9372009,-31.553838,0.77943174,0.77754241,1.0543221
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.9308412,7.8374448,-1.3121534,0.81159551,0.21477163,13.264308
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,5.9806391,6.5717968,-4.3324959,0.87273869,0.53579877,4.0924372
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.3420304,6.9056022,-8.7204588,0.87829986,0.75905442,2.1566564
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.7093597,7.0847012,-5.1690171,0.91720381,0.65377472,3.4593545
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.3071879,6.7629076,-1.8373346,0.90038455,0.31121931,9.4901106
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.3483344,5.2114684,-1.253245,0.81975977,0.2043324,13.88548
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.1732355,1.1939509,-2.1254261,0.7905484,0.30085382,8.2140575
6.5,6.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-1.9092304,-1.3435265,-8.3146413,0.87786878,0.74966705,2.2464583
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.24072,128.29095,-1.9385901,0.000200996,7.20E-05,8.9982061
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-30.688799,-15.369045,-0.38286191,0.029378159,0.0025812876,45.380843
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.749878,-5.2980827,0.10792407,127290.54,0.0012729054,1
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-14.190723,-0.95061848,-0.072016185,0.047423062,0.0010019678,241.22171
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-15.057346,1.6672213,-0.25126174,0.02125902,0.0011926324,69.143045
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.100735,1.4551754,-0.24684207,0.027823319,0.0015062721,70.380873
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.5652374,7.4686412,-0.88723442,0.81219371,0.15057433,19.596712
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8668825,7.931883,-33.11805,0.78252811,0.78062863,1.0451675
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.0657028,7.878267,-1.2848445,0.82936095,0.21554809,13.545173
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,6.1030599,6.6674153,-4.3984757,0.87814143,0.54410847,4.0335401
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.4603719,6.9878403,-8.7294141,0.88563172,0.76731304,2.1547763
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.8030456,7.14991,-5.2361817,0.92323776,0.66147932,3.4175122
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.3039707,6.7602955,-1.8806784,0.9002591,0.31540899,9.2730345
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.2189821,5.123167,-1.2933585,0.81204765,0.20738838,13.456334
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.130375,1.161117,-2.1273877,0.78872535,0.30214658,8.20656
6.5,6.7,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-2.3123072,-1.805441,-8.672236,0.88984297,0.76790347,2.1668529
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.439132,125.88149,-1.8236591,0.000253821,8.66E-05,9.5607501
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-30.897955,-14.300204,-0.40108223,0.021888946,0.0020135109,43.319967
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.271848,1.031372,0.075236339,26548.964,0.00026548964,1
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.064214,1.6172556,-0.091706725,0.021471037,0.00052441528,189.43004
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-15.141855,2.5310201,-0.2725474,0.017088837,0.0010351361,63.743813
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.280744,1.9083631,-0.27186575,0.024048574,0.0014321949,63.903568
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.531616,7.3866639,-0.89973097,0.82128749,0.15381075,19.325007
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8697535,7.9075313,-34.129526,0.7874486,0.78674775,1.0401029
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.0849364,7.9032601,-1.2636068,0.8282618,0.21181512,13.772013
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,6.2368923,6.7762925,-4.5396116,0.88320186,0.5583926,3.9134235
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.5762053,7.0737506,-8.7924664,0.89175482,0.77623262,2.1416562
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.8754418,7.2042367,-5.1509952,0.92708702,0.65694079,3.4707731
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.2892288,6.7111002,-1.8364231,0.90742941,0.31055116,9.4947852
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,4.0567363,4.9371206,-1.2812318,0.8165101,0.20698168,13.583232
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,0.090140175,1.1714827,-2.2306745,0.77958908,0.31192498,7.8304358
6.5,6.9,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-2.6307058,-2.196123,-8.5560867,0.90477735,0.77522913,2.1919224
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-47.168276,124.84801,-1.6726471,0.000275177,8.76E-05,10.417876
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-30.433235,-13.739536,-0.35909718,0.021410664,0.0017712811,48.383159
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.198086,9.0158539,0.077469156,4151.6734,4.15E-05,1
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.31433,2.2802398,-0.098960601,0.017399751,0.00045094683,175.54418
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-15.155155,2.7756363,-0.29183361,0.016103524,0.000854,59.531933
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.595863,1.7684719,-0.29282654,0.023097582,0.0010412164,59.330047
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.568089,7.3197535,-0.91568311,0.84107274,0.0014790509,18.988952
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8466784,7.8805568,-25.029843,0.78815596,0.15929077,1.1187367
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,6.9941368,7.9062498,-1.2348741,0.81056658,0.78800684,14.091337
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,6.3329313,6.8722806,-4.7811021,0.88321222,0.57692894,3.7247068
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.6534555,7.141737,-8.7988784,0.89365902,0.77956054,2.1403334
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.8913008,7.2292119,-4.9647147,0.92514304,0.64060132,3.5937978
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.223343,6.6438405,-1.7874355,0.90771654,0.30324243,9.7531018
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,3.9159599,4.7717092,-1.2565168,0.82115485,0.2053367,13.84945
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.17098183,0.89789081,-2.2931239,0.78183073,0.32119573,7.6195465
6.5,7.1,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-2.8910997,-2.4915291,-8.6835584,0.91210102,0.78440542,2.1644477
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-46.228925,126.12994,-1.8434375,0.000223417,7.69E-05,9.4589259
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-29.551123,-14.254422,-0.31498913,0.029534521,0.0021666929,55.156461
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,45.675679,0.54141816,0.10898147,32615.654,0.00032615654,1
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.35356,2.0728042,-0.10814827,0.018086875,0.00052493182,160.63173
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-15.445649,2.627032,-0.31020329,0.015585901,0.001068341,56.007252
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-15.071912,1.4540253,-0.29997455,0.022253905,0.001456125,57.916636
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.4124376,7.2550071,-0.89089068,0.82365066,0.15231483,19.516423
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8502442,7.8663799,-30.727176,0.79138247,0.79102054,1.0599086
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.1789329,7.9466408,-1.2377689,0.83797142,0.20913479,14.058495
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,6.4021093,6.9531352,-4.776034,0.88084076,0.57707685,3.7284663
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.6986587,7.1949874,-8.8038659,0.89200467,0.77823967,2.1393059
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.9180332,7.2605002,-5.0327895,0.92417305,0.6425402,3.5477541
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.1025203,6.6065175,-1.8459681,0.89043103,0.30545317,9.4460539
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,3.7316421,4.7092385,-1.3036009,0.79843646,0.20703638,13.350997
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.27063242,0.72099466,-2.2280532,0.79586113,0.31974364,7.8395471
6.5,7.3,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,50,-3.1726844,-2.7585869,-9.0614347,0.90905519,0.79278074,2.0879098
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,1,-44.836445,127.51323,-1.8384508,0.000210602,7.24E-05,9.4843904
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,2,-28.753708,-14.645631,-0.27190444,0.038832223,0.002481708,63.894534
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,4,46.36083,-3.0637285,0.119847,87590.275,0.00087590275,1
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,6,-15.104548,1.0365183,-0.11668415,0.024316068,0.00076004991,148.88073
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,10,-15.425447,2.1600084,-0.32615167,0.017436307,0.0012534423,53.269104
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,12,-14.7115,1.7306272,-0.31114727,0.022687535,0.0015377196,55.8373
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,26,6.3568206,7.1644628,-0.8998895,0.83030142,0.15430986,19.321609
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,28,6.8236169,7.8279775,-27.158094,0.79353108,0.79341919,1.0917498
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,30,7.1520532,7.9465886,-1.2400272,0.83281101,0.20725033,14.032975
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,36,6.4817584,7.0337381,-4.7399673,0.88064734,0.57657688,3.7554611
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,37,6.7454736,7.2469476,-8.7990597,0.8909485,0.77656276,2.140296
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,38,6.9174065,7.276529,-5.1061912,0.92063557,0.6430733,3.49952
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,40,6.0200464,6.5555054,-1.8643313,0.88400373,0.30648514,9.3537133
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,42,3.6575939,4.6388675,-1.3049666,0.7977607,0.208254,13.337081
6.5,7.5,0.23,5.4,3.5,0.7,0.35,0.85,0.3,0.55,46,-0.68311595,0.26412163,-2.2423723,0.80403739,0.32406572,7.7900331
